8.963012626272065972e+04,4.313294291703015915e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.963006688543250493e+04,4.313302338029911334e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.963000750814433559e+04,4.313310384356806753e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962994813085618080e+04,4.313318430683702172e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962988875356801145e+04,4.313326477010597591e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962982937627985666e+04,4.313334523337493010e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962976999899170187e+04,4.313342569664388429e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962971062170353252e+04,4.313350615991283121e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962965124441537773e+04,4.313358662318178540e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962959186712720839e+04,4.313366708645073959e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962953248983905360e+04,4.313374754971969378e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962947311255089880e+04,4.313382801298864797e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962941373526272946e+04,4.313390847625760216e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962935435797457467e+04,4.313398893952655635e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962929498068641988e+04,4.313406940279551054e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962923560339825053e+04,4.313414986606446473e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962917622611009574e+04,4.313423032933341892e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962911684882192640e+04,4.313431079260237311e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962905747153377160e+04,4.313439125587132730e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962899809424561681e+04,4.313447171914028149e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962893871695744747e+04,4.313455218240922841e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962887933966929268e+04,4.313463264567818260e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962881996238112333e+04,4.313471310894713679e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962876058509296854e+04,4.313479357221609098e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962870120780481375e+04,4.313487403548504517e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962864183051664440e+04,4.313495449875399936e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962858245322848961e+04,4.313503496202295355e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962852307594032027e+04,4.313511542529190774e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962846369865216548e+04,4.313519588856086193e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962840432136401068e+04,4.313527635182981612e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962834494407584134e+04,4.313535681509877031e+04,2.206536049227472152e+00,0.000000000000000000e+00
8.962828556678768655e+04,4.313543727836772450e+04,2.206536049227472152e+00,0.000000000000000000e+00
